Prefix,Course Title,Section,Class Number,Days & Times,Bldg & Room
NURS,799 Dissertation Seminar,F8.10-9,AMS ARR, ,""
NURS,799 Dissertation Seminar,F8.10-9,AMS ARR, ,""
NURS,799 Dissertation Seminar,F8.10-9,AMS ARR, ,""
NURS,799 Dissertation Seminar,F8.10-9,AMS ARR, ,""
NURS,799 Dissertation Seminar,F8.10-9,AMS ARR, ,""
NURS,"800 Doctoral Research, Dissertation, and/or Examination",01,13214,ARRGT,ARR ARR
PHARDSCI,499 Special Problems,01,12887,ARRGT,""
PHARDSCI,499 Special Problems,02,12902,ARRGT,""
PHARDSCI,499 Special Problems,50,12900,ARRGT,""
PHARDSCI,502 Integrated Pharmacology I,01,12888,"TU,TH15.10-17",AMS ARR
PHARDSCI,502 Integrated Pharmacology I,50,12894,TU13.10-15,ARR ARR
PHARDSCI,502 Integrated Pharmacology I,TH15.10-17,ARR ARR, ,""
PHARDSCI,504 Pharmacy Calculations,01,12889,TH13.10-15,AMS ARR
PHARDSCI,504 Pharmacy Calculations,M9-11,ARR ARR, ,""
PHARDSCI,504 Pharmacy Calculations,M9-11,ARR ARR, ,""
PHARDSCI,504 Pharmacy Calculations,50,12897,TH13.10-15,ARR ARR
PHARDSCI,504 Pharmacy Calculations,M9-11,ARR ARR, ,""
PHARDSCI,504 Pharmacy Calculations,M9-11,ARR ARR, ,""
PHARDSCI,508 Pharmaceutics I,01,12890,TH10.10-11.35,AMS ARR
PHARDSCI,508 Pharmaceutics I,F9.45-11,AMS ARR, ,""
PHARDSCI,508 Pharmaceutics I,50,12896,TH10.10-11.35,ARR ARR
PHARDSCI,508 Pharmaceutics I,F9.45-11,ARR ARR, ,""
PHARDSCI,510 Basic and Clinical Pharmacogenomics,01,15642,ARRGT,ARR ARR
PHARDSCI,518 Pharmaceutics II,01,15643,ARRGT,ARR ARR
PHARDSCI,528 Pharmacokinetics,01,12891,W8.45-10,AMS ARR
PHARDSCI,528 Pharmacokinetics,F8.20-9.35,AMS ARR, ,""
PHARDSCI,528 Pharmacokinetics,50,12895,W8.45-10,ARR ARR
PHARDSCI,528 Pharmacokinetics,F8.20-9.35,ARR ARR, ,""
PHARDSCI,532 Integrated Pharmacology III,01,12892,"TU,TH10.10-12",AMS ARR
PHARDSCI,532 Integrated Pharmacology III,50,12898,"TU,TH10.10-12",ARR ARR
PHARDSCI,542 Integrated Pharmacology IV,01,15644,ARRGT,ARR ARR
PHARDSCI,598 Honors Research,01,15708,ARRGT,ARR ARR
PHARDSCI,598 Honors Research,50,15709,ARRGT,ARR ARR
PHARDSCI,599 Special Projects,01,12893,ARRGT,""
PHARDSCI,599 Special Projects,02,12901,ARRGT,""
PHARDSCI,599 Special Projects,50,12899,ARRGT,""
PHARMACY,499 Special Problems,01,12778,ARRGT,ARR ARR
PHARMACY,499 Special Problems,02,12851,F8.10-9,ARR ARR
PHARMACY,499 Special Problems,03,12832,ARRGT,ARR ARR
PHARMACY,499 Special Problems,50,12824,ARRGT,ARR ARR
PHARMACY,499 Special Problems,52,12852,TU14.10-15,""
PHARMACY,506 Student Success and Professional Development I,01,12862,TU8.10-9,AMS ARR
PHARMACY,506 Student Success and Professional Development I,50,12863,TU8.10-9,ARR ARR
PHARMACY,507 Introduction to Therapeutic Agents: Top 200 Drugs,01,12779,F11.10-12,AMS ARR
PHARMACY,507 Introduction to Therapeutic Agents: Top 200 Drugs,F11.10-12,AMS ARR, ,""
PHARMACY,507 Introduction to Therapeutic Agents: Top 200 Drugs,50,12813,F11.10-12,ARR ARR
PHARMACY,507 Introduction to Therapeutic Agents: Top 200 Drugs,F11.10-12,ARR ARR, ,""
PHARMACY,509 Professional Communications Lab,01,12780,TU9.10-10,AMS ARR
PHARMACY,509 Professional Communications Lab,TU10.10-12,ARR ARR, ,""
PHARMACY,509 Professional Communications Lab,TU8.10-17,ARR ARR, ,""
PHARMACY,509 Professional Communications Lab,02,12781,TU9.10-10,AMS ARR
PHARMACY,509 Professional Communications Lab,TU13.10-15,ARR ARR, ,""
PHARMACY,509 Professional Communications Lab,TU8.10-17,ARR ARR, ,""
PHARMACY,509 Professional Communications Lab,03,12782,TU9.10-10,AMS ARR
PHARMACY,509 Professional Communications Lab,W10.10-12,ARR ARR, ,""
PHARMACY,509 Professional Communications Lab,TU8.10-17,ARR ARR, ,""
PHARMACY,509 Professional Communications Lab,04,12783,TU9.10-10,AMS ARR
PHARMACY,509 Professional Communications Lab,W13.10-15,ARR ARR, ,""
PHARMACY,509 Professional Communications Lab,TU8.10-17,ARR ARR, ,""
PHARMACY,509 Professional Communications Lab,05,12810,TU9.10-10,AMS ARR
PHARMACY,509 Professional Communications Lab,W15.10-17,ARR ARR, ,""
PHARMACY,509 Professional Communications Lab,TU8.10-17,ARR ARR, ,""
PHARMACY,509 Professional Communications Lab,50,12814,TU9.10-10,ARR ARR
PHARMACY,509 Professional Communications Lab,TU10.10-12,ARR ARR, ,""
PHARMACY,509 Professional Communications Lab,TU8.10-17,ARR ARR, ,""
PHARMACY,509 Professional Communications Lab,51,12816,TU9.10-10,ARR ARR
PHARMACY,509 Professional Communications Lab,TU15.10-17,ARR ARR, ,""
PHARMACY,509 Professional Communications Lab,TU8.10-17,ARR ARR, ,""
PHARMACY,516 Health Care Systems,01,12809,TH8.10-10,AMS ARR
PHARMACY,516 Health Care Systems,M10-12,ARR ARR, ,""
PHARMACY,516 Health Care Systems,TH8.10-10,ARR ARR, ,""
PHARMACY,516 Health Care Systems,50,12815,TH8.10-10,ARR ARR
PHARMACY,516 Health Care Systems,M10-12,ARR ARR, ,""
PHARMACY,516 Health Care Systems,TH8.10-10,ARR ARR, ,""
PHARMACY,530 Point of Care and Clinical Services,01,12812,"M,TU,W,TH,F8-17",ARR ARR
PHARMACY,530 Point of Care and Clinical Services,M8-10,ARR ARR, ,""
PHARMACY,530 Point of Care and Clinical Services,M8-10,ARR ARR, ,""
PHARMACY,530 Point of Care and Clinical Services,M8-10,ARR ARR, ,""
PHARMACY,530 Point of Care and Clinical Services,50,12818,"M,TU,W,TH,F8-17",ARR ARR
PHARMACY,530 Point of Care and Clinical Services,M8-10,ARR ARR, ,""
PHARMACY,530 Point of Care and Clinical Services,M8-10,ARR ARR, ,""
PHARMACY,530 Point of Care and Clinical Services,M8-10,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,01,12784,TU13.10-14,AMS ARR
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,W8.10-10,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,M10.10-12,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,M9-12,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,02,12785,TU13.10-14,AMS ARR
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,W10.10-12,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,M10-12,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,M9-12,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,03,12786,TU13.10-14,AMS ARR
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,W13.10-15,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,M10.10-12,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,M9-12,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,04,12787,TU13.10-14,AMS ARR
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,F10.10-12,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,M10-12,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,M9-12,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,50,12822,TU13.10-14,ARR ARR
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,W8.10-10,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,M10-12,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,M9-12,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,51,12823,TU13.10-14,ARR ARR
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,W10.10-12,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,M10-12,ARR ARR, ,""
PHARMACY,531 Applied Patient Care II: Clinical Assessment and Documentation,M9-12,ARR ARR, ,""
PHARMACY,533 Introductory Pharmacy Practice Experience II,01,12788,TH15.10-17,AMS ARR
PHARMACY,533 Introductory Pharmacy Practice Experience II,50,12819,TH15.10-17,ARR ARR
PHARMACY,534 Pharmacotherapy II,01,12789,"TU,TH8.10-10",AMS ARR
PHARMACY,534 Pharmacotherapy II,50,12820,"TU,TH8.10-10",ARR ARR
PHARMACY,536 Student Success and Professional Development II,01,13039,TU14.10-15,ARR ARR
PHARMACY,536 Student Success and Professional Development II,50,13040,TU14.10-15,ARR ARR
PHARMACY,543 Introductory Pharmacy Practice Experience III,01,12864,ARRGT,ARR ARR
PHARMACY,544 Pharmacotherapy III,01,15646,ARRGT,ARR ARR
PHARMACY,545 Pharmacy Management,01,12790,TH13.10-15,AMS ARR
PHARMACY,545 Pharmacy Management,50,12821,TH13.10-15,ARR ARR
PHARMACY,551 Applied Patient Care IV: Advanced Medication Therapy Management,01,12791,ARRGT,ARR ARR
PHARMACY,551 Applied Patient Care IV: Advanced Medication Therapy Management,50,12828,ARRGT,ARR ARR
PHARMACY,551 Applied Patient Care IV: Advanced Medication Therapy Management,01 Lab,12792,TH8.10-10,ARR ARR
PHARMACY,551 Applied Patient Care IV: Advanced Medication Therapy Management,02 Lab,12793,TH10.10-12,ARR ARR
PHARMACY,551 Applied Patient Care IV: Advanced Medication Therapy Management,03 Lab,12794,TH13.10-15,ARR ARR
PHARMACY,551 Applied Patient Care IV: Advanced Medication Therapy Management,50 Lab,12829,TH8.10-10,ARR ARR
PHARMACY,551 Applied Patient Care IV: Advanced Medication Therapy Management,51 Lab,12839,TH10.10-12,ARR ARR
PHARMACY,551 Applied Patient Care IV: Advanced Medication Therapy Management,52 Lab,16475,TH13.10-15,ARR ARR
PHARMACY,553 Introductory Pharmacy Practice Experience IV,01,12796,W14.10-15,AMS ARR
PHARMACY,553 Introductory Pharmacy Practice Experience IV,M10.10-11,ARR ARR, ,""
PHARMACY,553 Introductory Pharmacy Practice Experience IV,50,12830,W14.10-15,ARR ARR
PHARMACY,553 Introductory Pharmacy Practice Experience IV,M10.10-11,ARR ARR, ,""
PHARMACY,554 Pharmacotherapy IV,01,12797,"W,F10.10-12",AMS ARR
PHARMACY,554 Pharmacotherapy IV,50,12825,"W,F10.10-12",ARR ARR
PHARMACY,566 Therapeutics of Special Populations,01,12817,W8.10-10,AMS ARR
PHARMACY,566 Therapeutics of Special Populations,F9.10-10,AMS ARR, ,""
PHARMACY,566 Therapeutics of Special Populations,50,12826,W8.10-10,ARR ARR
PHARMACY,566 Therapeutics of Special Populations,F9.10-10,ARR ARR, ,""
PHARMACY,570 Pain: Processes and Treatment,01,12860,ARRGT,""
PHARMACY,570 Pain: Processes and Treatment,50,12859,ARRGT,""
PHARMACY,572 Physical Activity Prescription in the Pharmacy,01,14948,ARRGT,ARR ARR
PHARMACY,573 Family Medicine and Pharmacy,50,12857,TU13.10-15,ARR ARR
PHARMACY,"577 Diseases, Complications, and Drug Therapy in Obstetrics",01,12799,ARRGT,ARR ARR
PHARMACY,578 Leadership and Professional Development,01,13158,TU15.10-17,AMS ARR
PHARMACY,578 Leadership and Professional Development,50,13159,TU15.10-17,ARR ARR
PHARMACY,581 Acute Care Advanced Practice Experience,01,12800,ARRGT,ARR ARR
PHARMACY,581 Acute Care Advanced Practice Experience,50,12841,ARRGT,ARR ARR
PHARMACY,582 Ambulatory Care Advanced Practice Experience,01,12801,ARRGT,ARR ARR
PHARMACY,582 Ambulatory Care Advanced Practice Experience,50,12842,ARRGT,ARR ARR
PHARMACY,583 Community Advanced Practice Experience,01,12802,ARRGT,ARR ARR
PHARMACY,583 Community Advanced Practice Experience,50,12843,ARRGT,ARR ARR
PHARMACY,584 Institutional Advanced Practice Experience,01,12803,ARRGT,ARR ARR
PHARMACY,584 Institutional Advanced Practice Experience,50,12844,ARRGT,ARR ARR
PHARMACY,585 Elective I Advanced Practice Experience,01,12804,ARRGT,ARR ARR
PHARMACY,585 Elective I Advanced Practice Experience,50,12845,ARRGT,ARR ARR
PHARMACY,586 Elective II Advanced Practice Experience,01,12805,ARRGT,ARR ARR
PHARMACY,586 Elective II Advanced Practice Experience,50,12846,ARRGT,ARR ARR
PHARMACY,587 Elective III Advanced Practice Experience,01,12806,ARRGT,ARR ARR
PHARMACY,587 Elective III Advanced Practice Experience,50,12847,ARRGT,ARR ARR
PHARMACY,589 Special Topics,50,15419,W13.10-15,ARR ARR
PHARMACY,592 Mental Health First Aid,01,12837,F12.10-17,AMS ARR
PHARMACY,592 Mental Health First Aid,50,12838,F12.10-17,ARR ARR
PHARMACY,594 Comprehensive Diabetes Management,01,12807,ARRGT,""
PHARMACY,595 HIV - Advanced Therapeutics,01,12858,W15.10-17,AMS ARR
PHARMACY,595 HIV - Advanced Therapeutics,50,12856,W15.10-17,ARR ARR
PHARMACY,599 Special Projects,01,12808,ARRGT,""
PHARMACY,599 Special Projects,02,12855,ARRGT,""
PHARMACY,599 Special Projects,50,12840,ARRGT,""
PHARMSCI,520 Foundations of Molecular Regulation and Cellular Regulation,01,12873,"M,W10.10-11.50",SAC 343
PHARMSCI,520 Foundations of Molecular Regulation and Cellular Regulation,50,12884,"M,W10.10-11.50",ARR ARR
PHARMSCI,560 Molecular and Cellular Methods in Biomedical Sciences,01,12874,W13.10-15.40,SAC 343
PHARMSCI,560 Molecular and Cellular Methods in Biomedical Sciences,50,12881,W13.10-15.40,ARR ARR
PHARMSCI,566 Fundamentals of Toxicology,01,12885,M13.10-15.40,SAC 345
PHARMSCI,566 Fundamentals of Toxicology,50,12886,M13.10-15.40,ARR ARR
PHARMSCI,572 Fundamentals of Oncology,01,15015,"TU,F10-11.30",AMS ARR
PHARMSCI,572 Fundamentals of Oncology,50,15016,"TU,F10-11.30",AMS ARR
PHARMSCI,577 Responsible Conduct in Biomedical Research,01,12868,TU15.10-17.40,SAC 345
PHARMSCI,577 Responsible Conduct in Biomedical Research,50,12879,TU15.10-17.40,ARR ARR
PHARMSCI,597 College of Pharmacy Graduate Seminar,01,12869,F12.10-13,SPBS 101
PHARMSCI,600 Special Projects or Independent Study,01,12870,ARRGT,ARR
PHARMSCI,"700 Master's Research, Thesis, and/or Examination",01,12877,ARRGT,""
PHARMSCI,"800 Doctoral Research, Dissertation, and/or Examination",01,12871,ARRGT,ARR ARR
PREV_SCI,511 Introduction to Prevention Science,01,12095,M14.10-17,SAC 205
PREV_SCI,512 Finite and Growth Mixture Modeling,01,12094,"TU,TH14.55-16.10",SAC 205
PREV_SCI,513 Research Methods in Prevention Science,01,12096,TU15.10-18,SAC 249
PREV_SCI,"700 Master's Research, Thesis, and/or Examination",01,15741,ARRGT,ARR ARR
PREV_SCI,"800 Doctoral Research, Dissertation, and/or Examination",01,15421,ARRGT,ARR ARR
PSYCH,514 Psychometrics,01,14705,"TU,TH14.55-16.10",SAC 43
PSYCH,577 Behavioral Pharmacology,01,14706,"TU,TH13.30-14.45",SAC 43
PSYCH,592 Cognition and Affective Basis of Behavior,01,14707,W9.10-12,SAC 43
PSYCH,"700 Master's Research, Thesis, and/or Examination",01,15586,ARRGT,ARR ARR
PSYCH,"800 Doctoral Research, Dissertation, and/or Examination",03,14113,ARRGT,ARR ARR
SHS,201 American Sign Language I,01,12985,"M,TU,W,TH11.10-12",AMS ARR
SHS,201 American Sign Language I,"TU,TH11.05-11.55",AMS ARR, ,""
SHS,201 American Sign Language I,"TU,TH11.05-11.55",AMS ARR, ,""
SHS,201 American Sign Language I,"M,TU,W,TH11.05-11.55",AMS ARR, ,""
SHS,201 American Sign Language I,"M,TU,W,TH11.05-11.55",AMS ARR, ,""
SHS,201 American Sign Language I,02,12986,"M,TU,W,TH12.10-13",AMS ARR
SHS,201 American Sign Language I,"TU,TH12.10-13",AMS ARR, ,""
SHS,201 American Sign Language I,"M,TU,W,TH12.10-13",AMS ARR, ,""
SHS,201 American Sign Language I,"TU,TH12.10-13",AMS ARR, ,""
SHS,201 American Sign Language I,"M,TU,W,TH12.10-13",AMS ARR, ,""
SHS,201 American Sign Language I,03,13018,ARRGT,ARR ARR
SHS,205 Introduction to Speech-Language Pathology and Audiology,02,12987,"TU,TH9.10-10.25",AMS ARR
SHS,540 Special Topics in Speech and Hearing Sciences,01,13020,TU11.10-12,GUC SPK
SHS,540 Special Topics in Speech and Hearing Sciences,02,13029,W11.10-12,GUC SPK
SHS,540 Special Topics in Speech and Hearing Sciences,03,13030,TU11.10-12,GUC SPK
SHS,540 Special Topics in Speech and Hearing Sciences,04,15740,W10.10-11,GUC SPK
SHS,543 School Age and Adolescent Language,01,13014,W9.10-11.50,SAC 249
SHS,543 School Age and Adolescent Language,02,13015,TU12.10-14.50,SAC 249
SHS,550 Special Topics in Speech and Hearing Sciences,01,12984,F13.30-15,SNRS 205
SHS,560 Special Topics in Speech and Hearing Sciences,01,13016,M14.10-15,SHSB 110B
SHS,560 Special Topics in Speech and Hearing Sciences,02,13017,TH14.10-15,SAC 249
SHS,562 Motor Speech Disorders,01,13002,"M,W8.10-9.25",SHSB 125E
SHS,562 Motor Speech Disorders,02,13003,"TU,TH8.10-9.25",SHSB 125E
SHS,565 Augmentative Communication,01,13004,"M,W12.30-13.45",SAC 249
SHS,565 Augmentative Communication,02,13005,"TU,TH12.30-13.45",SAC 30
SHS,566 Off-Campus Practicum Public School Setting,01,13006,ARRGT,ARR ARR
SHS,568 Off-campus Practicum Clinical Setting,01,13007,ARRGT,ARR ARR
SHS,570 Advanced Internship in Speech-Language Pathology,01,13025,ARRGT,ARR ARR
SHS,574 Neuropathologies of Language and Cognition I,01,13008,"M,W14.10-15",SAC 45
SHS,574 Neuropathologies of Language and Cognition I,02,13009,"TU,TH9.10-10",SAC 30
SHS,575 Advanced Clinical Practice,01,13010,ARRGT,ARR ARR
SHS,576 Voice Disorders,01,13033,W14.35-16.25,SAC 249
SHS,576 Voice Disorders,02,13034,TU14.10-16,SAC 45
SHS,580 Special Topics in Speech and Hearing Sciences,01,13031,"M,W13.10-14",SAC 45
SHS,580 Special Topics in Speech and Hearing Sciences,02,13032,"TU,TH8.10-9",SAC 30
SHS,588 Advanced Speech Sound Disorders,01,13011,M10.10-11.50,SHSB 110B
SHS,588 Advanced Speech Sound Disorders,02,13012,TH10.10-11.50,SAC 249
SHS,600 Special Projects or Independent Study,01,13026,ARRGT,ARR ARR
SHS,"700 Master's Research, Thesis, and/or Examination",01,13027,ARRGT,ARR ARR
SHS,"702 Master's Special Problems, Directed Study, and/or Examination",01,13013,ARRGT,ARR ARR
SPEC_ED,501 Teaching Students with Disabilities,02,14533,ARRGT,ARR ARR
SPEC_ED,509 Early Childhood Special Education,01,14677,ARRGT,ARR ARR
SPEC_ED,520 Teaching in Inclusive Classrooms,02,14559,M17.10-19,""
SPEC_ED,591 Response to Intervention Across the Core Academic Curriculum,01,14446,W17.45-20.30,SAC 43
SPEC_ED,596 Seminar in Quality Indicators for Research in Special Education,01,14744,W16.10-17,SAC 43
TCH_LRN,415 Student Teaching,01,14546,ARRGT,ARR ARR
TCH_LRN,415 Student Teaching,01 Lab,14547,ARRGT,ARR ARR
TCH_LRN,510 Theoretical Foundations of Bilingual/ESL Education,01,14743,TU17.45-20.30,SAC 45
TCH_LRN,512 Language and Cultural Factors in Mathematics,01,14449,TH16.20-19.05,SAC 205
TCH_LRN,544 Teaching Children's and Young Adult Literature,01,14142,W17.15-20,SAC 41
TCH_LRN,550 Second Language Learning and Literacy,01,14763,W13.10-16,SAC 205
TCH_LRN,584 Research in Teaching Mathematics and Science,01,14450,W17.45-20.30,SAC 249
TCH_LRN,591 Research Internship in Math/Science Education,01,15476,ARRGT,ARR ARR
TCH_LRN,600 Special Projects or Independent Study,01,16472,ARRGT,ARR ARR
TCH_LRN,"702 Master's Special Problems, Directed Study, and/or Examination",01,14186,ARRGT,ARR ARR
